OTUs,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
886,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Erwinia tasmaniensis
887,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,Rhodobacteraceae bacterium KLH11
888,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii
889,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Thermobispora,Thermobispora bispora
890,Bacteria,NA,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Cryptobacterium,Cryptobacterium curtum
891,Bacteria,NA,Synergistetes,Synergistia,Synergistales,Synergistaceae,Dethiosulfovibrio,Dethiosulfovibrio peptidovorans
892,Bacteria,NA,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter woesei
893,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 1_1_14
894,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 2_1_16
895,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 2_1_22
896,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 2_1_33B
897,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 2_2_4
898,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides sp. 20_3
899,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 3_1_19
900,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia sp. 3_2_53FAA
901,Bacteria,NA,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
902,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp. 1_1_55
903,Bacteria,NA,Proteobacteria,Betaproteobacteria,Burkholderiales,NA,NA,Burkholderiales bacterium 1_1_47
904,Bacteria,NA,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum
905,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. WCH70
906,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Thermomonospora,Thermomonospora curvata
907,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Beutenbergiaceae,Beutenbergia,Beutenbergia cavernae
908,Bacteria,NA,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Dyadobacter fermentans
909,Bacteria,NA,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia,Slackia heliotrinireducens
910,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Jonesiaceae,Jonesia,Jonesia denitrificans
911,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora viridis
912,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis
913,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus halophilus
914,Bacteria,NA,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium
915,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Lactococcus phage 1706
916,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Candidatus Desulforudis,Candidatus Desulforudis audaxviator
917,Archaea,NA,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum
918,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
919,Eukaryota,NA,NA,NA,Peronosporales,NA,Phytophthora,Phytophthora infestans
920,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens
921,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Kytococcus,Kytococcus sedentarius
922,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,Nakamurella,Nakamurella multipartita
923,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Streptosporangium,Streptosporangium roseum
924,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Catenulisporaceae,Catenulispora,Catenulispora acidiphila
925,Bacteria,NA,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Sphaerobacter thermophilus
926,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,Kribbella flavida
927,Bacteria,NA,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella parvula
928,Bacteria,NA,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Eggerthella,Eggerthella lenta
929,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
930,Bacteria,NA,Chloroflexi,Chloroflexi,Chloroflexales,Chloroflexaceae,Chloroflexus,Chloroflexus sp. Y-400-fl
931,Bacteria,NA,Verrucomicrobia,NA,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,Methylacidiphilum infernorum
932,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. Y412MC10
933,Bacteria,NA,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia lata
934,Bacteria,NA,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermosipho,Thermosipho africanus
935,Eukaryota,NA,NA,NA,NA,Histionidae,Reclinomonas,Reclinomonas americana
936,Eukaryota,NA,Apicomplexa,Aconoidasida,NA,Babesiidae,Babesia,Babesia bovis
937,Bacteria,NA,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,Ktedonobacter racemifer
938,Archaea,NA,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halomicrobium,Halomicrobium mukohataei
939,Bacteria,NA,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobium,Desulfohalobium retbaense
940,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,Desulfotomaculum acetoxidans
941,Bacteria,NA,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter heparinus
942,Bacteria,NA,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,Chitinophaga,Chitinophaga pinensis
943,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae
944,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare
945,Bacteria,NA,Bacteroidetes,Flavobacteriia,NA,NA,NA,Flavobacteria bacterium MS024-2A
946,Bacteria,NA,Bacteroidetes,Flavobacteriia,NA,NA,NA,Flavobacteria bacterium MS024-3C
947,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens
948,Bacteria,NA,Proteobacteria,Alphaproteobacteria,NA,NA,Candidatus Puniceispirillum,Candidatus Puniceispirillum marinum
949,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus crispatus
950,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus flavithermus
951,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium etli
952,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa
953,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium thermocellum
954,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Lactococcus phage 936 sensu lato
955,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. G11MC16
956,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
957,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Lactobacillus phage Lrm1
958,Bacteria,NA,Verrucomicrobia,Spartobacteria,NA,NA,Chthoniobacter,Chthoniobacter flavus
959,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Cellvibrio,Cellvibrio japonicus
960,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum
961,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei
962,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda
963,Bacteria,NA,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Borrelia,Borrelia burgdorferi
964,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Heliobacterium,Heliobacterium modesticaldum
965,Bacteria,NA,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus aquaticus
966,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,Peptoclostridium difficile
967,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda
968,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,Citrobacter youngae
969,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Dekkera,Dekkera bruxellensis
970,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Citreicella,Citreicella sp. SE45
971,Bacteria,NA,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma linguale
972,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium urealyticum
973,Bacteria,NA,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus ruber
974,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Oligotropha,Oligotropha carboxidovorans
975,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,Lambdalikevirus,Pseudomonas phage MP38
976,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus oryzae
977,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus tubingensis
978,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum
979,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum
980,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
981,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
982,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter segnis
983,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans
984,Viruses,NA,NA,NA,NA,Microviridae,Microvirus,Enterobacteria phage ID2 Moscow/ID/2001
985,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,NA,Candidatus Azobacteroides,Candidatus Azobacteroides pseudotrichonymphae
986,Bacteria,NA,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma crocodyli
987,Viruses,NA,NA,NA,NA,Lipothrixviridae,Betalipothrixvirus,Acidianus filamentous virus 9
988,Bacteria,NA,Cyanobacteria,NA,Oscillatoriales,NA,Arthrospira,Arthrospira maxima
989,Eukaryota,Viridiplantae,Chlorophyta,NA,NA,NA,Oltmannsiellopsis,Oltmannsiellopsis viridis
990,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Chaetopeltidales,Chaetopeltidaceae,Floydiella,Floydiella terrestris
991,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma reesei
992,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Riesia,Candidatus Riesia pediculicola
993,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium rectale
994,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium eligens
995,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum
996,Bacteria,NA,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus turgidum
997,Bacteria,NA,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. H160
998,Bacteria,NA,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum parvum
999,Bacteria,NA,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chloroherpeton,Chloroherpeton thalassium
1000,Bacteria,NA,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve
1001,Bacteria,NA,Bacteroidetes,NA,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Rhodothermus,Rhodothermus marinus
1002,Bacteria,NA,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,Streptobacillus moniliformis
1003,Archaea,NA,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halorhabdus,Halorhabdus utahensis
1004,Bacteria,NA,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Ureaplasma parvum
1005,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella abortus
1006,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella melitensis
1007,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces pastorianus
1008,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,Providencia alcalifaciens
1009,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,Providencia rettgeri
1010,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae
1011,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae
1012,Archaea,NA,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula,Methanosphaerula palustris
1013,Bacteria,NA,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Kosmotoga,Kosmotoga olearia
1014,Bacteria,NA,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,Atopobium parvulum
1015,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Tsukamurellaceae,Tsukamurella,Tsukamurella paurometabola
1016,Bacteria,NA,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga ochracea
1017,Bacteria,NA,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Caldicellulosiruptor bescii
1018,Bacteria,NA,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces limnophilus
1019,Bacteria,NA,Proteobacteria,Betaproteobacteria,NA,NA,Candidatus Accumulibacter,Candidatus Accumulibacter phosphatis
1020,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia
1021,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,Candida,Candida sojae
1022,Bacteria,NA,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,Denitrovibrio acetiphilus
1023,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Kangiella,Kangiella koreensis
1024,Bacteria,NA,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia buccalis
1025,Viruses,NA,NA,NA,NA,Hytrosaviridae,Muscavirus,Musca hytrovirus
1026,Bacteria,NA,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio desulfuricans
1027,Bacteria,NA,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium gleum
1028,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,Peptoclostridium difficile
1029,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,Peptoclostridium difficile
1030,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium jeikeium
1031,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
1032,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Finegoldia,Finegoldia magna
1033,Bacteria,NA,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
1034,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus
1035,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus brevis
1036,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fermentum
1037,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri
1038,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus jensenii
1039,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii
1040,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus paracasei
1041,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum
1042,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri
1043,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius
1044,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium parascrofulaceum
1045,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,Proteus mirabilis
1046,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas cervicalis
1047,Bacteria,NA,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium spiritivorum
1048,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
1049,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
1050,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
1051,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus caprae
1052,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
1053,Bacteria,NA,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Desulfomicrobium baculatum
1054,Bacteria,NA,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum deleyianum
1055,Bacteria,NA,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermanaerovibrio,Thermanaerovibrio acidaminovorans
1056,Bacteria,NA,NA,NA,NA,NA,Thermobaculum,Thermobaculum terrenum
1057,Bacteria,NA,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,Acidimicrobium ferrooxidans
1058,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Anaerococcus,Anaerococcus prevotii
1059,Bacteria,NA,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,Sebaldella termitidis
1060,Bacteria,NA,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio salexigens
1061,Bacteria,NA,Spirochaetes,Spirochaetia,Spirochaetales,Brachyspiraceae,Brachyspira,Brachyspira murdochii
1062,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus obscurus
1063,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia bronchialis
1064,Bacteria,NA,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus silvanus
1065,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago maydis
1066,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia aldovae
1067,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia rohdei
1068,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia ruckeri
1069,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia kristensenii
1070,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
1071,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
1072,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
1073,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
1074,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
1075,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
1076,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
1077,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
1078,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae
1079,Eukaryota,NA,NA,Cryptophyta,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas salina
1080,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
1081,Bacteria,NA,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,Pirellula staleyi
1082,Bacteria,NA,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,Flavobacteriaceae bacterium 3519-10
1083,Bacteria,NA,Cyanobacteria,NA,Nostocales,Nostocaceae,Raphidiopsis,Raphidiopsis brookii
1084,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
1085,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
1086,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
1087,Bacteria,NA,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax ebreus
1088,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium carboxidivorans
1089,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum
1090,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum
1091,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus pleuropneumoniae
1092,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Streptococcus phage PH15
1093,Bacteria,NA,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum
1094,Bacteria,NA,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter canadensis
1095,Bacteria,NA,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pullorum
1096,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Mycobacterium phage Lockley
1097,Archaea,NA,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloterrigena,Haloterrigena turkmenica
1098,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei
1099,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. Y412MC61
1100,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
1101,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia pestis
1102,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus megaterium
